ID,Name,place_id,place_name,review_id,review_link,name,reviewer_id,reviewer_profile,rating,review_text,original_language,review_translated_text,translated_language,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,response_from_owner_translated_text,avatar_link,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,experience_details,review_photos,review_origin
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnTUNBczhPcWdRRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBczhPcWdRRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAs8OqgQE%7C%7C?hl=en-GB,Amy,117323116701720486519,https://www.google.com/maps/contrib/117323116701720486519/reviews?hl=en-GB,5,My friends and I come here to eat mala whenever we crave it,en,,,a year ago,2025-02-04T04:09:47,"Hi Amy, so glad to hear that you enjoyed our food! See you again soon ",a year ago,2025-09-04T10:50:34,,https://lh3.googleusercontent.com/a-/ALV-UjUuScBw8LlHBJUpMG1VY9ZqtHXHorTuZ2SeP2y_1JlJg3GhqKY=s1920,3,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Scrambled Eggs, Deep Fried, Dried Mala Hotpot""}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnTUNBc19uT0RBEAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBc19uT0RBEAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAs_nODA%7C%7C?hl=en-GB,Angel,112118557950521800055,https://www.google.com/maps/contrib/112118557950521800055/reviews?hl=en-GB,5,Excellent! Will come again!,en,,,a year ago,2025-02-04T03:52:57,"Hi Angel, thanks for your support! See you again soon ",a year ago,2025-09-04T10:50:34,,https://lh3.googleusercontent.com/a-/ALV-UjURbWB4QF_mVWuOnUO2TPcBbnEir8fkLRgQ0NBV53bQ4_AIqfqX=s1920,6,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnTUNBczRYeE13EAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBczRYeE13EAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAs4XxMw%7C%7C?hl=en-GB,Jocelyn chan,114531806043652937442,https://www.google.com/maps/contrib/114531806043652937442/reviews?hl=en-GB,5,Good Mala but abit pricy,en,,,a year ago,2025-02-04T03:52:24,"Hi Jocelyn, thanks for enjoying our food! See you again soon ",a year ago,2025-09-04T10:50:34,,https://lh3.googleusercontent.com/a/ACg8ocJhTmdBDf5MiJbe3eRkZqJaHrrf1lHvTho8AIC_OwXrR_RZ4Q=s1920,7,2,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""mala collagen soup Ma La Xiao Yuan Tang""}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnTUNBc19tX21RRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBc19tX21RRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAs_m_mQE%7C%7C?hl=en-GB,madhu m,110688956384101961958,https://www.google.com/maps/contrib/110688956384101961958/reviews?hl=en-GB,5,excellent,en,,,a year ago,2025-02-04T03:51:54,"Hi Madhu, hope you enjoyed our food! See you again soon ",a year ago,2025-09-04T10:50:34,,https://lh3.googleusercontent.com/a/ACg8ocLpvHKHptb84KKvwvEC1-uLkY8ocUytcKCz36GAzOVF3dUD0QnT=s1920,2,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""mala collagen soup Ma La Xiao Yuan Tang""}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnTUNBczdtN3pnRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBczdtN3pnRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAs7m7zgE%7C%7C?hl=en-GB,Angel Lau,107268234004837921494,https://www.google.com/maps/contrib/107268234004837921494/reviews?hl=en-GB,5,Food delicious but abit pricy...,en,,,a year ago,2025-02-04T03:51:33,"Hi Angel, thanks for enjoying our food! See you again soon ",a year ago,2025-09-04T10:50:34,,https://lh3.googleusercontent.com/a/ACg8ocKkZadA3N1dnUJ4EAUd0smZ7PA-iZrmwIBPRK4RfcjuTX9ASg=s1920,7,7,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Deep Fried, Dried Mala Hotpot, Thai Latte""}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnTUNBczdtNDZnRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBczdtNDZnRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAs7m46gE%7C%7C?hl=en-GB,yun L,105305484536570064961,https://www.google.com/maps/contrib/105305484536570064961/reviews?hl=en-GB,5,Best mala in NTU!! I love it!!!,en,,,a year ago,2025-02-04T03:49:56,"Hi Yun, thanks for enjoying our mala! See you again soon ",a year ago,2025-09-04T10:50:34,,https://lh3.googleusercontent.com/a-/ALV-UjVt0yLnM_ctF-aBZDbeCzAFfB8hS-t5isQar3ea3O4zVsCOuUF9=s1920,4,1,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnTUNBczltRTVBRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBczltRTVBRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAs9mE5AE%7C%7C?hl=en-GB,justinian santos,108469771642571443319,https://www.google.com/maps/contrib/108469771642571443319/reviews?hl=en-GB,5,services is amazing and food is great,en,,,a year ago,2025-02-04T03:48:50," Hi Justinian, so glad to hear that our food and service meet your expectations! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocJ6Q6u-ZYqxGL_6y5Or9RcmXzgSOtIi4-OF7T_BWW2ck5k0mw=s1920,4,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnTUNBbWZHRHBRRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBbWZHRHBRRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAmfGDpQE%7C%7C?hl=en-GB,Clarisse Wong,102197911733377200809,https://www.google.com/maps/contrib/102197911733377200809/reviews?hl=en-GB,3,"We've been there a few times before. But today, the food wasn't cooked as well. Soup wasn't piping hot but warm so the ingredients like fish beancurd and cheese tofu wasn't cooked in the inside, it still had the ""refrigerator cold taste"". We always felt the food is good but today was a disappointment - So just hoping we don't get stomach upset from it. Tomato taste in the soup wasn't that strong or fragrant as well.",en,,,a year ago,2025-02-02T06:51:21,"Hi Clarisse, so sorry to hear about your unpleasant dining experience. We will relay your feedback to our kitchen team to ensure this does not happen again. Once again, thanks for bringing this to our attention and we hope to serve you better next time ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocKGKBn8NlyF-VEVQnY93Kpj73LTzRBWWXWmETSWC7NNuOSdow=s1920,20,4,1.0,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$30-40""},{""name"":""Food"",""value"":1},{""name"":""Service"",""value"":3},{""name"":""Atmosphere"",""value"":3}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnTUNBcU1yTU5BEAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBcU1yTU5BEAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgMCAqMrMNA%7C%7C?hl=en-GB,Ed K,100072228661137795605,https://www.google.com/maps/contrib/100072228661137795605/reviews?hl=en-GB,5,"After giving a lecture, I was invited to try the original branch of this Mala Xiangguo chain. While the prices aren't much lower than their outlets outside the university, the flavors pack a far stronger punch! Definitely a must-try. Food Quality A Quantity A Service None",en,,,a year ago,2025-01-29T07:24:24,"Hi Ed, so sorry to hear that our service is not up to your expectations. Our management team will look into this matter and take the necessary actions to improve. Nonetheless, thanks for enjoying our food and we hope to see you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a-/ALV-UjV_yYc8OsSsZl-yKaDS3fWQDfC6IF-F9WSbAm56DReY8Hg6l40h=s1920,333,1333,1.0,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":1},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Scrambled Eggs, Luncheon Meat, Fried Potatoes, Stir Fry, Mala Stir Fry, Honey Lemon""}]","[{""id"":""CIHM0ogKEICAgMCAqMrM9AE"",""url"":""https://lh3.googleusercontent.com/grass-cs/ACvplmNxqhaC4J9ZncM-m3xBcrJIzLgsXhz2C-6bgdh15pudvdrHwjJwpzF_9ddF24hoT_fQtr2CTvC0kVle3ze14mYPCKbm102lHDWhZN2UzkuqJpymwyz7i56Xg2zUietBEyOs5Jw-2Q=k-no"",""caption"":null,""width"":1920,""height"":2560},{""id"":""CIHM0ogKEICAgMCAqMrKGQ"",""url"":""https://lh3.googleusercontent.com/grass-cs/ACvplmMHyDcyUjr3c9TXRyyYch1OdjMgP4G7tKUDPrOmr7w08XqAdiWUliq25IxxhDwR1qHxAZO_6xiuxIWsxSl9A2xlN4YXA7Fhgje1GAJR8EbVuElbEdUC3Gyq8uxzZPNK_Ces2bdN=k-no"",""caption"":null,""width"":1920,""height"":2560},{""id"":""CIHM0ogKEICAgMCAqMrKmQE"",""url"":""https://lh3.googleusercontent.com/grass-cs/ACvplmOqMSok-q5H3QxzVU5KpCMleceV08wyuuiiyf1eYyJ0aFYXBX6tyB3aNkvI0lsYz85sCu3K-rvbrb8Ejh4ryh_t9XgBa4FHP7BEPiQsTMaCPY6AGY-xgKceRtNMJnC_qBCyzsIFxw=k-no"",""caption"":null,""width"":1920,""height"":2560}]",google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnSURfMTh2RXF3RRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfMTh2RXF3RRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_18vEqwE%7C%7C?hl=en-GB,David Loh,111539753131302817046,https://www.google.com/maps/contrib/111539753131302817046/reviews?hl=en-GB,4,,,,,a year ago,2025-01-28T00:32:59,"Hi David, thanks for the 4-star review! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocL7f_1KVOSbtmCp5vqUOOmTeKqyocMQsjjrW67YHydHnaFCUg=s1920,6,3,,"[{""name"":""Food"",""value"":4},{""name"":""Service"",""value"":3},{""name"":""Atmosphere"",""value"":3}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnSURfdTVySWF3EAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfdTVySWF3EAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_u5rIaw%7C%7C?hl=en-GB,Han Yi Xuan,116930873367224345383,https://www.google.com/maps/contrib/116930873367224345383/reviews?hl=en-GB,5,nice food!,en,,,a year ago,2025-01-27T11:59:44,"Hi Yi Xuan, thanks for enjoying our food! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a-/ALV-UjUYXZBhZ7jEGxEWnyf2btB85SmFLNGmkyaOhkZSp-0Um-fHhe8j=s1920,8,3,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnSURfdTl5cUdBEAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfdTl5cUdBEAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_u9yqGA%7C%7C?hl=en-GB,Spencer Lim,101842348422356607004,https://www.google.com/maps/contrib/101842348422356607004/reviews?hl=en-GB,5,good,en,,,a year ago,2025-01-27T11:45:59,"Hi Spencer, hope you enjoyed our food! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocL1hHAeDb58WCYYSYd3rtkYjifTyj1_qKvqRmmYxv-RGlqnog=s1920,5,2,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Fish""},{""name"":""Vegetarian options"",""value"":null}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnSURfdS16MmJnEAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfdS16MmJnEAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_u-z2bg%7C%7C?hl=en-GB,Shermann Yip,117447130835399517211,https://www.google.com/maps/contrib/117447130835399517211/reviews?hl=en-GB,5,"Great food,great environment",en,,,a year ago,2025-01-27T11:44:25,"Hi Shermann, so glad to hear that you had a great dining experience! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a-/ALV-UjU22aUp4Z2Oi5kUWoigZig6fN2zSd5vZo-dYuP_XgRFn6FFp5I=s1920,7,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnSURfdThpeFdnEAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfdThpeFdnEAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_u8ixWg%7C%7C?hl=en-GB,Jerome Tan,108609556626992121864,https://www.google.com/maps/contrib/108609556626992121864/reviews?hl=en-GB,5,Great value for money and friendly staff :D,en,,,a year ago,2025-01-27T11:31:09,"Hi Jerome, so glad to hear that our service meets your expectations! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocI-gqdU2skbUMF4BXfc375v-jyDgFGdGOMILSsUlua5dqgQig=s1920,5,2,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Fish, Deep Fried""}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnSURfdTRpeGtBRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfdTRpeGtBRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_u4ixkAE%7C%7C?hl=en-GB,Gerene Ang,102767708193603443329,https://www.google.com/maps/contrib/102767708193603443329/reviews?hl=en-GB,5,the food is very good,en,,,a year ago,2025-01-27T11:30:33,"Hi Gerene, thanks for enjoying our food! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocK418eHfqeBpwHFnxSnp2bajjLZQRDBS1oLIgml6yL5OITOvg=s1920,4,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnSURfdTRpWW1RRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfdTRpWW1RRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_u4iYmQE%7C%7C?hl=en-GB,Brientt,112633228436973230856,https://www.google.com/maps/contrib/112633228436973230856/reviews?hl=en-GB,5,i like their mantous and egg,en,,,a year ago,2025-01-27T11:30:17,"Hi Brientt, thanks for enjoying our fried mantous and scrambled eggs! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a-/ALV-UjU9u6TBloF44rbTM1d2e7RQTpGds9oYQ9t6MinSw_RZkqMBfo4=s1920,5,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Scrambled Eggs""}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnSURfMjlLd05REAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfMjlLd05REAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_29KwNQ%7C%7C?hl=en-GB,Vignesh Rajkumar,102053342927923508377,https://www.google.com/maps/contrib/102053342927923508377/reviews?hl=en-GB,5,"Good mala, love the potatoes",en,,,a year ago,2025-01-27T10:11:30,"Hi Vignesh, thanks for enjoying our fried potatoes! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a-/ALV-UjXTRKjqjRoANLHHE_a0zUZ4ytQSsIFW15KUmHHOibHphpu5V9NM=s1920,2,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnSURfMjRLM213RRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfMjRLM213RRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_24K3mwE%7C%7C?hl=en-GB,yap shikang,117333793862375738488,https://www.google.com/maps/contrib/117333793862375738488/reviews?hl=en-GB,5,"I love the mala, especially the fried fish and scrambled eggs",en,,,a year ago,2025-01-27T10:08:37,"Hi Shi Kang, thanks for enjoying our mala, especially our fried fish and scrambled eggs! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocJOG0xDqdRkZmR1hDB-ccxHMCPRwgV_TP3EPmNS-0fL7J-xrw=s1920,4,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnSURfMjV5ZzRnRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfMjV5ZzRnRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_25yg4gE%7C%7C?hl=en-GB,Una Wu,115732856206368869654,https://www.google.com/maps/contrib/115732856206368869654/reviews?hl=en-GB,5,Gooddd,en,,,a year ago,2025-01-27T10:05:19,"Hi You Wu, hope you enjoyed our food! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a/ACg8ocJmasc5tMWtINnQU79aybJD0jAfM1Kh8d7theFXJV6xCtuTFw=s1920,1,0,,"[{""name"":""Order type"",""value"":""Takeaway""},{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Scrambled Eggs""},{""name"":""Vegetarian options"",""value"":null},{""name"":""Dietary restrictions"",""value"":null}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChZDSUhNMG9nS0VJQ0FnSURfbTlPNVBnEAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfbTlPNVBnEAE!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_m9O5Pg%7C%7C?hl=en-GB,Umairah,110050509933294020369,https://www.google.com/maps/contrib/110050509933294020369/reviews?hl=en-GB,5,always come down here if im craving for mala! loads of variety and i love the mantouu,en,,,a year ago,2025-01-27T09:27:35,"Hi Umairah, thanks for your support! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a-/ALV-UjWyCfAYcE2zTlQ1OVIOvdN2EDYXI0UmuQuf7X0R-o3_TZ6GABzh=s1920,8,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V002,A Hot Hideout,ChIJq0q0MvQZ2jERodJdZBEeH3A,A Hot Hideout @ Jurong West (NTU),ChdDSUhNMG9nS0VJQ0FnSURfbTlXTnlBRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfbTlXTnlBRRAB!2m1!1s0x0:0x701f1e11645dd2a1!3m1!1s2@1:CIHM0ogKEICAgID_m9WNyAE%7C%7C?hl=en-GB,laelia,106872259982789407895,https://www.google.com/maps/contrib/106872259982789407895/reviews?hl=en-GB,5,clean place,en,,,a year ago,2025-01-27T09:16:55,"Hi Laelia, so glad to hear that you had a pleasant dining experience! See you again soon ",a year ago,2025-09-04T10:50:36,,https://lh3.googleusercontent.com/a-/ALV-UjXtksUQhGr2DL2sKeMYlvVueS0HqjkGi-GOE-noGEi7ZWiNrnQ=s1920,1,1,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Recommended dishes"",""value"":""Fried Potatoes""}]","[{""id"":""CIHM0ogKEICAgID_m9WNaA"",""url"":""https://lh3.googleusercontent.com/grass-cs/ACvplmN041RcIr49nOL6JLLfH_g8EKLNuy2MsmdIGJiNkdnv7vCNh63Pv1ci3OMz_qOSnl0ww-tvverL_-k2fGObmO2jPf0ffknjLPlrN2jAr48nlXFxqRCE1tWe_btVq-Sgu9Px2d_Z=k-no"",""caption"":null,""width"":1920,""height"":1440}]",google
